Q02197	P38871	1
Q06673	P53036	1
P57743	P53861	1
P53685	P38041	1
P53261	P38810	1
P53628	P39926	1
P53036	P33333	1
P31378	P16451	1
P53552	P33199	1
P42843	P40484	1
Q00381	P21306	1
P32573	P27895	1
P38270	P12383	1
P43612	P15992	1
P43637	P27796	1
P53905	P04807	1
P30656	P16467	1
P43609	P39009	1
P38769	P07260	1
P07278	O13565	1
P24871	P10622	1
Q07084	P48361	1
P50104	P38827	1
P53949	P47135	1
Q06616	P29366	1
P32899	P24279	1
P38334	P38070	1
Q12363	P19262	1
Q05933	P32790	1
P27614	P13712	1
Q05568	P40529	1
P40480	P32628	1
P39563	P12688	1
P53011	P27895	1
Q07786	P40202	1
Q06406	P53930	1
P42839	P32573	1
P38615	P23202	1
P36160	P29056	1
P47057	P32263	1
Q04199	P38806	1
Q12175	Q04217	1
Q03973	P80667	1
P40009	P38788	1
Q08966	P50086	1
Q12124	P32802	1
P38960	P35718	1
Q08004	P32854	1
Q04675	P24004	1
P38822	P37296	1
Q06218	P13393	1
P53829	P33750	1
Q08921	Q07930	1
P53322	P38431	1
Q12449	P53254	1
P16140	P12868	1
P53168	P34087	1
Q04373	Q02884	1
Q03220	O14455	1
P51862	P36172	1
Q02875	P29703	1
P53883	P33322	1
Q06604	P30619	1
P32835	P31383	1
Q12063	P41811	1
Q03758	P38786	1
P18562	P06738	1
Q06551	P53082	1
P32905	P18494	1
P38153	P00931	1
P38276	P36094	1
Q03919	P38358	1
P38859	P32471	1
Q02354	P38689	1
P39718	P15442	1
Q07381	P38358	1
P39563	P38182	1
P32849	P25655	1
Q06704	Q04062	1
P32447	P23644	1
P38165	P21374	1
Q12329	P33331	1
Q08956	Q08245	1
P38794	P11927	1
P53540	P19454	1
P24870	P24004	1
Q06648	P36029	1
P23394	P11154	1
P39960	P30902	1
Q12262	P04050	1
P38861	P36224	1
P40484	P11433	1
Q12424	Q07468	1
P43596	P38147	1
Q12176	P03965	1
P38757	P25515	1
Q05958	P38708	1
Q05568	P39729	1
Q03096	P40453	1
P22203	P22007	1
P49704	P43535	1
Q12477	P46682	1
Q04062	Q03768	1
P32898	P11484	1
Q12460	Q05949	1
P38041	P27614	1
P38042	P34110	1
P53599	P33891	1
Q06436	P38692	1
Q12260	P51862	1
P38988	P25579	1
P36049	P14724	1
Q04749	P11938	1
P53212	P22082	1
P32786	P17119	1
P53199	P08458	1
Q12017	P39935	1
Q12514	P06843	1
P46995	P20052	1
Q12327	Q03063	1
Q99278	P41895	1
P33895	P11484	1
P48559	P10081	1
P38987	P38766	1
P43568	P42884	1
Q12277	P53865	1
Q07528	P28708	1
P40186	P20133	1
Q05024	P53094	1
P38208	P12385	1
Q12452	P29509	1
P32468	P25584	1
P39904	P25649	1
P27351	P17536	1
P32838	P32494	1
P38861	P06103	1
Q03954	P15705	1
Q00246	P53865	1
P40003	P38879	1
P35497	P25644	1
P25303	P00358	1
Q05933	Q04493	1
P40457	P33328	1
Q03900	P40164	1
P40362	P32578	1
Q12365	P36022	1
Q05636	P47129	1
P46988	P32561	1
P47054	P38705	1
Q99176	P38716	1
Q12265	P04456	1
P37296	P32324	1
P53081	P39967	1
P23968	P22213	1
Q12328	P29295	1
P53197	P40066	1
Q07963	P33199	1
P53221	P12612	1
P48363	P32501	1
P43601	P16664	1
P53968	P25333	1
P50091	P38883	1
P39926	P22336	1
Q01389	P24813	1
P53691	P46957	1
P50091	P38720	1
P33418	P17891	1
P38429	P07248	1
P40988	P39517	1
P40010	P38853	1
P32898	P20486	1
P46675	P38793	1
P45819	P38874	1
Q04651	P38903	1
P53104	P15436	1
P47045	P26263	1
P38191	P14242	1
P39077	P27614	1
P53267	P39008	1
Q07657	P02400	1
Q12309	P38699	1
P38959	P16892	1
P53743	P23624	1
P53904	P53865	1
P40202	P14736	1
P36131	P34223	1
P49686	P38324	1
Q08438	P29496	1
P53855	P38620	1
P25567	P15807	1
P29469	P09938	1
Q12452	P12754	1
P80667	P38329	1
P46677	P33400	1
Q12315	P53604	1
P43639	P32471	1
P53904	P38801	1
P32523	P07834	1
Q99383	Q08726	1
P51601	P18898	1
P38324	P23287	1
P54790	P40422	1
P49573	P36107	1
P22133	P00924	1
P46675	P32588	1
Q07896	P33891	1
P38428	P20484	1
P39715	P14907	1
Q04149	P47160	1
P39008	P16521	1
Q03619	P32800	1
P30902	P20433	1
Q12310	P39703	1
Q7LIF1	P28000	1
P50094	P43593	1
P42839	P12754	1
Q04412	Q04370	1
Q04739	Q03048	1
P38856	P25303	1
Q08921	P32581	1
P38313	P25584	1
P25390	P19882	1
Q06408	Q02890	1
P32911	P16892	1
P38689	P32561	1
P02994	O13553	1
Q03690	P32783	1
P21182	P17119	1
Q12415	Q03435	1
P39875	P36100	1
P36149	P21801	1
P25694	P06782	1
Q04930	Q02196	1
Q07376	Q04370	1
Q99299	P38805	1
Q99207	P08458	1
Q08215	P25357	1
Q06436	P36224	1
P04076	O13553	1
Q08491	P36068	1
Q05636	P40959	1
P46962	P18494	1
Q06640	P43583	1
P38696	P23644	1
P25296	P07149	1
Q12265	P24867	1
P32911	P12383	1
P53886	P23724	1
Q08285	P53043	1
P32629	P18410	1
Q12749	P39706	1
Q12028	P19735	1
P47050	P36421	1
P53086	P47124	1
Q08285	P32590	1
P40471	P32481	1
P39926	P00044	1
P33201	P29366	1
P38182	P07283	1
P40395	P33332	1
Q08873	P11746	1
P38333	P32794	1
P39937	P16664	1
Q00578	P16658	1
P53048	P38063	1
Q04233	P37012	1
P53256	P12611	1
Q08729	P33420	1
Q07468	Q03081	1
P39990	P38217	1
P47124	P33892	1
Q02890	P53743	1
P38249	P00958	1
P38427	P33401	1
P50094	P33199	1
P36139	P32562	1
Q12055	P53067	1
Q06200	P38776	1
Q04749	P41940	1
Q04675	P19657	1
P43581	P38992	1
P25293	P07347	1
P53900	P17157	1
P50101	P30656	1
P53299	P38152	1
Q03956	P28817	1
Q07376	P02829	1
Q03337	P22543	1
Q12418	P33760	1
P36144	P33755	1
P40036	P31374	1
P53221	P38254	1
Q08873	P38692	1
P39962	P36094	1
P39730	P32590	1
P47079	P39935	1
Q12417	Q02932	1
P49166	P32324	1
Q06696	P38011	1
P53185	P20604	1
P32628	P11745	1
P47113	P32802	1
Q08438	P50095	1
Q06108	P53256	1
P38041	P18961	1
P35729	P23724	1
Q12315	P19882	1
P48562	P15108	1
P34077	P21192	1
P33199	P24867	1
P38757	P32945	1
P38855	P38274	1
Q04149	P53858	1
Q00539	P32571	1
Q04894	P13712	1
P53313	P38705	1
Q12347	Q06651	1
P41814	P39962	1
Q04233	P29509	1
Q06216	P23287	1
Q03899	P25659	1
P28795	P04046	1
P53283	P53267	1
Q12248	Q02890	1
P40089	P38991	1
P31377	P17255	1
Q08965	P22543	1
P40573	P27614	1
P38788	P29465	1
Q99383	P13712	1
Q04964	P38840	1
Q12495	P43605	1
Q12344	P38785	1
P38929	P38820	1
P53115	P40460	1
P39717	P32468	1
P47176	P40328	1
P32504	P22007	1
P53322	P38856	1
Q08119	P29295	1
P48524	P20053	1
P14904	P13186	1
P39713	P32600	1
Q04005	P06773	1
P38873	P33307	1
P53086	P33311	1
P47079	P40518	1
Q7LIF1	P53959	1
P40473	P24871	1
Q05949	P53855	1
P38287	P25558	1
P53104	P20435	1
P38871	P25558	1
P53145	P19262	1
Q12199	Q03898	1
P38182	P30619	1
P38872	P32796	1
Q08581	P47041	1
P53124	P05986	1
P39531	P29461	1
P89102	P39984	1
P40316	P02293	1
P40007	P38850	1
Q03862	Q02260	1
P40565	P40492	1
P38768	P34730	1
P47104	P13365	1
Q08649	Q03532	1
P39935	P04076	1
P30771	P17157	1
Q06164	P43619	1
P50945	P35197	1
P39704	P38962	1
P32774	P09435	1
P38788	P32478	1
P53295	P11746	1
P38874	P35190	1
P54199	P40492	1
Q12691	P50277	1
P24867	P14681	1
Q08966	P24814	1
Q12427	Q00955	1
Q12154	P25296	1
P48837	P47122	1
P33306	P32074	1
P31109	P18494	1
P53540	P25333	1
Q08923	P34241	1
Q03776	P28817	1
Q12151	P41805	1
P40344	P38257	1
Q07913	P26755	1
Q06604	P53323	1
Q08162	P32581	1
Q06624	O13553	1
Q12159	Q06525	1
P53968	P11746	1
Q06151	Q00776	1
Q12446	P25694	1
Q07915	Q07623	1
Q12734	P16521	1
P53865	P40103	1
P53191	P36224	1
Q12402	P38703	1
P32457	P08458	1
P22804	P16661	1
P38991	P32855	1
Q12154	P53258	1
P32793	P32590	1
Q03956	P47120	1
P43563	P33334	1
Q12250	Q02256	1
P33333	P32905	1
Q04004	P20606	1
P40991	P33329	1
Q05080	P38766	1
P25451	O13565	1
P47019	P32523	1
P38070	P26448	1
P39563	P24783	1
P53912	P38627	1
Q06568	Q03862	1
P25296	P24279	1
P53855	P24869	1
P38208	P32786	1
Q12250	P00358	1
Q12411	P33755	1
Q04053	P19880	1
P53886	P32642	1
P43593	P32457	1
P38903	P20052	1
P40339	P25333	1
P42839	P38219	1
P53978	P36049	1
P53740	P53237	1
Q04359	P06843	1
Q06479	P19145	1
Q08923	Q08562	1
P32793	P32327	1
Q06624	P50095	1
P46655	P28743	1
P80667	P25333	1
Q03920	P36149	1
Q12045	P32524	1
P39707	P07262	1
Q04660	P06704	1
Q00723	P32349	1
P38283	P17555	1
P40328	P32491	1
P40512	P17555	1
Q12018	P38999	1
P53829	P20606	1
Q05080	P43592	1
Q04439	P33306	1
Q04749	P36124	1
Q08902	P53389	1
P40395	P06844	1
P25344	P06244	1
Q08965	P38959	1
P47074	P32583	1
Q08931	P33329	1
Q12477	P04821	1
Q03690	P32495	1
P53277	P35203	1
P34758	P02557	1
P38904	P33306	1
P53632	P22133	1
P32909	P23644	1
Q07376	Q06628	1
Q02767	P32767	1
P28708	P20606	1
P53829	P00330	1
P53112	P34758	1
P33333	P00044	1
Q02199	P32573	1
P53043	P05030	1
Q03532	P34217	1
Q01389	P38903	1
P48361	P32561	1
P43612	P41813	1
P60010	P36005	1
P38265	P28274	1
P35182	P20437	1
P53552	P53196	1
Q12477	P53261	1
Q06616	Q00582	1
Q12522	P54199	1
P53136	P27801	1
P39968	P33892	1
Q04493	P32327	1
P53691	P34909	1
Q12045	P39713	1
Q08004	P25359	1
P39743	P00899	1
Q04089	P25301	1
P38146	P27514	1
Q08817	P40078	1
P39707	P08524	1
Q03792	P53011	1
P34160	P19414	1
Q12168	P53933	1
P38872	P25659	1
P38902	P21190	1
Q12024	Q04675	1
P39729	P36149	1
P53082	P40960	1
P50095	P38806	1
P38339	P31109	1
P19657	P06787	1
P31377	P27637	1
Q12276	P38229	1
P36029	P17255	1
P38708	P05986	1
Q6Q547	Q06604	1
Q06245	P07278	1
Q99207	Q05636	1
P38903	P33201	1
Q06216	P33891	1
P36149	P19262	1
P38989	P09733	1
Q05933	P31688	1
Q12222	P32767	1
P53861	P53124	1
Q12084	P32945	1
Q12154	P42846	1
Q04217	P24279	1
P57743	P32634	1
P31382	P14681	1
Q04749	P15705	1
P50277	P38555	1
P47050	P36006	1
P48566	P35207	1
P32480	P19073	1
P47045	P40024	1
P50278	P38270	1
Q00723	P38959	1
Q02793	P53743	1
Q05778	P25604	1
P40064	P35691	1
P23642	P13711	1
P53755	P38348	1
P18898	P07262	1
P38786	P24870	1
Q12446	P16658	1
P39014	P00560	1
P40164	P38590	1
P32867	P12754	1
P43321	P36124	1
P38829	P38726	1
Q12347	P39984	1
Q08558	P53036	1
P38705	P35207	1
P31109	P28834	1
P53141	P32481	1
Q12285	P32912	1
P42846	P30657	1
Q04264	P40413	1
Q12460	P48606	1
P38814	P33895	1
Q03308	P28707	1
P33322	P23542	1
P40857	P38301	1
Q02866	P47083	1
Q12301	P40314	1
Q04217	Q02199	1
P25649	P22515	1
P53900	P21242	1
P38324	P12962	1
Q07471	P06242	1
Q7LIF1	Q03323	1
Q07993	P35203	1
P53941	P32379	1
P47150	P16862	1
P40003	P24814	1
P38708	P36003	1
Q03081	P38203	1
Q12168	P13712	1
Q06440	P32571	1
P21801	P17121	1
P39929	P32380	1
Q04373	P32945	1
Q12045	P32801	1
P33401	P14741	1
P32505	P14747	1
P53739	P38989	1
Q12265	P32774	1
P48412	P40473	1
Q00362	P40468	1
P53250	P38063	1
P40483	P39998	1
P40204	P38247	1
Q12107	P28708	1
P41940	P38883	1
P47134	P40453	1
P40555	P11433	1
Q04121	Q03503	1
P53924	P38789	1
P14306	P07260	1
Q03656	P32432	1
P36124	P33329	1
Q00916	P25655	1
P49955	P38200	1
Q07980	P36084	1
P52919	P19658	1
Q01560	P32491	1
P36049	P32457	1
Q7LIF1	P46678	1
Q04921	Q00245	1
P53011	P32327	1
Q06103	P20081	1
Q04002	P38742	1
Q00764	P23287	1
Q05778	P53965	1
Q12734	P53280	1
P36172	P06101	1
P41816	P36421	1
P38270	P38200	1
P53129	P31382	1
Q99299	Q07657	1
Q12186	P43601	1
P41940	P25357	1
P53941	P47129	1
P38344	P00331	1
P50111	P32496	1
P35497	P09435	1
Q12038	Q03497	1
Q12377	P06103	1
P53550	P34253	1
P25694	P07283	1
Q99385	P17119	1
P38749	P20437	1
Q02804	P38077	1
Q12306	P38716	1
P38080	P09064	1
Q08723	P32634	1
Q04359	Q00684	1
P40095	P32578	1
P40413	P38042	1
Q04868	P38801	1
Q04233	P32502	1
Q02205	P51534	1
Q06551	P38874	1
P38346	P32492	1
P40477	P38344	1
P42843	P20606	1
Q04217	P32524	1
P53243	P40455	1
Q00776	P43619	1
Q12433	P06780	1
P36008	O13553	1
P12962	P06773	1
P53082	P25294	1
Q06624	P38861	1
Q08723	P20606	1
P40024	P38228	1
P32525	P14724	1
Q08979	P53136	1
Q04935	P49334	1
P47017	P02557	1
P53271	P51534	1
P40061	P32524	1
P40089	P38310	1
Q99278	P53131	1
P40303	P08679	1
Q03096	P40529	1
Q12018	P40164	1
P38806	P25591	1
P33338	P04840	1
Q06551	P33322	1
Q03792	P38691	1
Q07844	P53893	1
P36224	P30619	1
Q06406	P14724	1
Q07993	P31383	1
Q07896	P53091	1
P32900	P27796	1
Q12390	P46948	1
Q04004	P25294	1
Q08229	P09733	1
Q03697	P54867	1
Q08956	Q04338	1
Q05670	P38193	1
Q12256	P53739	1
P39534	P29311	1
P40327	P40095	1
Q06648	P32480	1
P40316	P39707	1
P39742	P36017	1
P46985	P35207	1
P34758	P06787	1
P32863	P26309	1
Q12033	P32854	1
P47089	P40960	1
P47116	P28834	1
P32525	P23542	1
P33199	P00044	1
Q00955	P36024	1
Q99189	P19812	1
Q12522	P38850	1
P53622	P53152	1
Q12168	P14904	1
P40541	P39935	1
P53830	P16521	1
P15705	P14747	1
Q05610	P39107	1
Q07528	P40091	1
Q08951	Q03981	1
Q12250	Q08235	1
Q06102	P53297	1
P08566	P05694	1
Q03503	P37296	1
P53322	P32796	1
Q12163	Q06137	1
P23638	P00899	1
Q02775	P30283	1
P53971	P27801	1
P53277	P53124	1
P38261	P36015	1
Q05874	P50113	1
P39925	P23202	1
P57744	P40360	1
Q05166	Q05080	1
Q12468	P43592	1
P53974	P08431	1
P46672	P25336	1
P50113	P32855	1
P31377	P29469	1
Q06673	P53930	1
Q05583	P32598	1
Q08972	P29703	1
Q12154	Q06078	1
P50946	P38720	1
Q05947	P09624	1
P36080	P07278	1
P53136	P38283	1
Q04839	Q00776	1
P39929	P09938	1
P20967	P19097	1
Q00816	P40561	1
P29340	P00359	1
P53949	P38328	1
P43593	P35497	1
P40473	P36010	1
Q12499	Q12175	1
Q08962	P05318	1
Q00955	P53280	1
Q08649	P39727	1
Q12522	P33331	1
P28000	P11747	1
P50101	P00546	1
Q08963	Q04002	1
P32528	P20133	1
Q06411	P47122	1
P53152	P27636	1
Q02892	P35198	1
P48239	P25357	1
Q12754	Q04368	1
Q04636	P33301	1
P38198	P08018	1
P46674	P28320	1
P38705	P25333	1
P53322	P03965	1
Q03619	P42935	1
Q03899	Q00816	1
Q12390	P25454	1
P39743	P39705	1
P40963	P32854	1
P37012	P25333	1
P52286	P19735	1
Q06632	Q02208	1
P53271	P40483	1
P05318	P00899	1
Q05636	P32602	1
Q08601	P20424	1
Q04031	P31539	1
P40453	P32524	1
Q06624	Q01560	1
Q06163	P38301	1
P52919	P19524	1
Q03656	P53281	1
P22515	P00331	1
P53861	P53855	1
P53859	P24869	1
Q04493	P33328	1
P25333	P19145	1
Q12017	Q08285	1
Q99189	P14724	1
Q03338	P32600	1
Q12098	Q01590	1
Q12488	P43132	1
Q00955	P00546	1
Q08558	P53965	1
P53840	P22219	1
P36118	P34217	1
Q02199	P10363	1
P53221	P08524	1
P23394	P09435	1
Q05583	P53912	1
Q07528	P18410	1
Q12754	P32842	1
Q07834	P47150	1
P40528	P38967	1
P53152	P40573	1
Q12152	P47012	1
Q03010	P40469	1
Q12499	P07260	1
Q04491	P38247	1
P38692	P12383	1
Q12045	P40529	1
Q12017	P34087	1
P40555	P38970	1
Q07921	P08518	1
P38077	P00546	1
P35197	P31688	1
P48361	P32450	1
P51996	P27796	1
P38590	P36010	1
Q12063	Q07887	1
P53236	P38699	1
P53196	P15807	1
P48837	P35197	1
P17157	P08458	1
Q04562	P53867	1
P53600	P07270	1
Q12518	P23561	1
P38129	P13712	1
P40529	P27801	1
Q12477	Q12473	1
Q03162	Q00684	1
P38749	P20437	1
Q00723	P25655	1
P25649	P17121	1
Q03330	P10592	1
P38708	P05085	1
P46673	P32801	1
P31383	P02994	1
P53286	P33755	1
Q08966	P52286	1
Q06580	Q04217	1
Q03818	P40518	1
P53834	P17555	1
P40492	P07258	1
P15303	P10869	1
Q03012	P53064	1
P39730	P06787	1
Q03619	P36172	1
Q12078	P46948	1
P41811	P05694	1
P38922	P19262	1
P37370	P31244	1
P32776	P32349	1
Q07508	P32917	1
Q03898	P36107	1
P18480	P13185	1
P89102	P49687	1
P39718	P17709	1
P53840	P53280	1
P43568	P40350	1
P53184	P50944	1
P53755	P23394	1
Q12241	P40960	1
P40202	P38217	1
Q04121	P35184	1
Q06665	P36161	1
Q12035	P81450	1
Q02199	P32905	1
P53184	P38149	1
P39946	P39925	1
Q07915	P35497	1
P41834	P12962	1
P53168	P27705	1
P53298	P11746	1
P35497	P06844	1
Q06137	P50277	1
P40512	P38757	1
P53924	P34087	1
P38708	P25615	1
P41832	P38903	1
P38315	P38113	1
Q12330	P12753	1
Q92331	P40457	1
Q05930	Q02196	1
P38910	P32387	1
Q12434	P14680	1
P40564	P36103	1
P53145	P52593	1
P36131	P32582	1
Q12241	P52910	1
Q02804	P47150	1
P46672	P31384	1
P38247	P05694	1
Q00723	P33329	1
P38113	P21243	1
Q05080	P40155	1
P53115	P46678	1
P43563	P39904	1
P20459	P17536	1
P48239	P06839	1
P38873	P37012	1
Q07376	P33400	1
P36010	P25604	1
P40350	P35203	1
P38270	P25649	1
P53280	P53067	1
P32909	P04076	1
Q00578	P35184	1
Q02354	P41814	1
P53125	P38931	1
P53169	P13856	1
P38358	P07274	1
Q07688	P36421	1
Q03096	Q02821	1
Q08285	P53904	1
Q02908	P14736	1
P38240	P33304	1
Q03125	P32828	1
P46970	P33203	1
Q99385	Q06479	1
Q08444	P48412	1
Q12280	Q00916	1
Q12377	P22137	1
P53093	P46956	1
P53965	P38634	1
P40479	P31109	1
Q01454	P32897	1
P40512	P25591	1
Q06631	Q02775	1
P50275	P07170	1
Q08558	P53150	1
P47165	P39998	1
Q02793	P11154	1
Q04338	P27637	1
P32565	P17891	1
P53185	P53112	1
P53968	P06787	1
Q08273	P53112	1
Q12477	P38316	1
P40202	P19882	1
P52919	P28834	1
P40096	P38805	1
Q12734	P32913	1
Q12017	P53739	1
Q06142	P39715	1
Q04491	P01120	1
P52553	P32802	1
Q12044	P13185	1
P40350	P32591	1
Q12159	P06777	1
Q03784	P53949	1
P39940	P32867	1
P32468	P20438	1
P36019	P32639	1
P48412	P34253	1
P12887	P01149	1
Q04693	P34253	1
P32802	P31244	1
P32805	P06777	1
P42942	P38931	1
Q06568	P49686	1
P33333	P19524	1
Q07418	P52593	1
Q12260	Q08492	1
Q12389	P41920	1
P14682	P13045	1
Q07904	Q06644	1
P39940	P28007	1
Q12482	P39515	1
P40070	P21801	1
P40014	P36053	1
Q12518	Q12107	1
Q12315	P43321	1
P30665	P28707	1
P33201	P05085	1
Q12406	Q03280	1
P21182	P19454	1
Q12222	P38700	1
P38229	P32793	1
P36062	P10659	1
P25694	P07283	1
Q12518	P47134	1
P38276	P33418	1
Q00955	P54861	1
Q12175	P38692	1
Q08979	Q06151	1
P53840	P29496	1
Q06406	P07274	1
P51601	P32458	1
Q12691	P46949	1
Q07732	Q00578	1
P35194	P22213	1
P19882	P17065	1
Q12417	Q12377	1
P48566	P25343	1
Q02100	P28707	1
P22219	P02293	1
P40959	P25369	1
P47103	P39944	1
Q07844	P38861	1
P48239	P32607	1
P41811	P18888	1
Q99385	Q02256	1
Q08162	P47176	1
P40457	P35497	1
Q05958	P36012	1
Q12527	Q08956	1
P35178	P20459	1
Q04195	P53267	1
P53169	P28006	1
P53141	P12612	1
Q06409	P25655	1
P53847	P40512	1
Q08144	P07283	1
P38768	P36013	1
Q99189	P41807	1
P36047	P34730	1
P34234	P31539	1
Q03048	Q01560	1
P46974	P41895	1
P39927	P32610	1
Q02199	P50277	1
P38620	P36421	1
Q12433	P21182	1
P39984	P32895	1
Q06078	P38690	1
P10566	P02294	1
Q12248	P38193	1
P53171	P38111	1
P47129	P32562	1
Q08746	P20053	1
P35691	P14680	1
Q08963	P06244	1
P48562	P36103	1
P25451	P19735	1
Q00723	P32528	1
Q04412	Q02199	1
P40357	P39551	1
Q07657	P39108	1
P52553	P38427	1
Q12118	P48525	1
P38287	P10592	1
Q12433	P47029	1
P32939	P20967	1
Q04004	P14747	1
P50944	P23293	1
P43616	P05318	1
Q12263	P36003	1
P43637	P09064	1
P25342	P25303	1
Q12055	P40485	1
Q00816	P38080	1
Q12186	Q05785	1
P40515	P39940	1
Q12248	P53604	1
P53973	P38827	1
P53094	P38822	1
P43321	P19262	1
P38871	P33328	1
P36009	P29056	1
P40465	P09798	1
Q08492	Q06102	1
Q12344	Q05949	1
P42845	P40005	1
Q05946	P40070	1
Q08873	P53267	1
Q12107	P53032	1
P39929	P28817	1
P53250	P27472	1
Q99207	P21306	1
P29496	P13586	1
P32899	P32629	1
Q06675	Q04225	1
P53855	P01123	1
P25341	P12688	1
Q12330	P25719	1
Q05933	P17555	1
Q12107	P05085	1
P36013	P34164	1
P38768	P24004	1
Q06549	P28817	1
Q02100	P25043	1
Q05166	Q04002	1
Q12347	P54999	1
P39969	P25336	1
Q02892	P25584	1
P39994	P22515	1
P39925	P32074	1
P50944	P50942	1
P32492	P24004	1
P32074	P00724	1
Q08162	P33298	1
P38886	P38203	1
P53927	P12611	1
P53100	P24870	1
P48363	P19524	1
P54790	P38630	1
Q99181	P50101	1
Q12469	P39707	1
P41810	P00817	1
P24583	P06242	1
P46673	P18480	1
P47005	P40413	1
Q03081	P53112	1
Q01722	P49956	1
Q04675	P32380	1
Q05024	P38757	1
P53048	P17536	1
P43593	P04147	1
Q08931	P37303	1
Q06616	P13663	1
P53933	P47104	1
Q99299	Q12034	1
P25615	P25558	1
P39744	P12385	1
Q12044	P40087	1
Q00539	P31374	1
P41808	P25604	1
Q12365	P46672	1
Q05583	P38249	1
P35203	P32318	1
P41808	P40988	1
Q12250	P06169	1
P40515	P38987	1
P53086	P32898	1
P32800	P31377	1
P53924	P38862	1
Q05947	P47117	1
Q02256	P53755	1
P53185	P23293	1
Q12411	P38805	1
Q04305	O13539	1
P32854	P16140	1
Q99257	P25657	1
P35718	P23255	1
P53049	P32562	1
P42945	P32800	1
P40079	P33307	1
Q12468	P20967	1
P53258	P06169	1
P39079	P30657	1
Q04693	P32528	1
P36139	P25454	1
P53196	P32599	1
P53061	P39550	1
